Kepa Arrizabalaga GK Chelsea 23 5 34 10 10 10 10 10 84 84 80 80 76
Robert Green GK Chelsea 38 5 46 10 10 10 10 10 73 74 70 72 60
Andreas Christensen DF Chelsea 22 5 69 70 31 84 63 72 10 10 10 10 10
Antonio Rudiger DF Chelsea 25 5 73 81 40 81 67 77 10 10 10 10 10
Gary Cahill DF Chelsea 32 5 47 60 58 83 53 76 10 10 10 10 10
Davide Zappacosta DF Chelsea 26 5 77 75 66 76 72 74 10 10 10 10 10
David Luiz DF Chelsea 31 5 61 71 65 82 73 77 10 10 10 10 10
Marcos Alonso DF Chelsea 27 5 73 77 73 80 78 79 10 10 10 10 10
Cesar Azpilicueta DF Chelsea 29 5 76 74 55 87 78 77 10 10 10 10 10
Victor Moses MD Chelsea 27 5 78 80 70 73 74 71 10 10 10 10 10
Jorginho Frello MD Chelsea 26 5 72 82 64 69 84 71 10 10 10 10 10
Marco Ginkel MD Chelsea 25 5 66 76 77 70 77 73 10 10 10 10 10
Mateo Kovacic MD Chelsea 24 5 79 86 69 69 82 72 10 10 10 10 10
NGolo Kante MD Chelsea 27 5 80 81 66 87 77 84 10 10 10 10 10
Ross Barkley MD Chelsea 24 5 70 81 72 54 76 73 10 10 10 10 10
Ruben Loftus-Cheek MD Chelsea 22 5 71 79 62 61 75 78 10 10 10 10 10
Francesc Fabregas MD Chelsea 31 5 55 80 74 60 88 58 10 10 10 10 10
Eden Hazard ST Chelsea 27 5 92 95 84 37 88 68 10 10 10 10 10
Alvaro Morata ST Chelsea 25 5 82 79 79 31 71 71 10 10 10 10 10
Olivier Giroud ST Chelsea 31 5 47 74 82 42 71 79 10 10 10 10 10
Pedro Ledesma ST Chelsea 31 5 76 83 77 43 77 56 10 10 10 10 10
Willian Borges ST Chelsea 30 5 88 86 77 49 80 62 10 10 10 10 10
Bernd Leno GK Arsenal 26 5 46 10 10 10 10 10 84 82 82 85 73
Petr Cech GK Arsenal 36 5 35 10 10 10 10 10 78 79 82 83 70
Sokratis Papastathopoulos DF Arsenal 30 5 69 61 51 84 50 82 10 10 10 10 10
Hector Bellerin DF Arsenal 23 5 93 77 51 75 68 66 10 10 10 10 10
Laurent Koscielny DF Arsenal 33 5 65 65 41 82 62 75 10 10 10 10 10
Stephan Lichtsteiner DF Arsenal 34 5 71 76 58 79 72 74 10 10 10 10 10
Nacho Monreal DF Arsenal 32 5 69 75 58 80 71 70 10 10 10 10 10
Shkodran Mustafi DF Arsenal 26 5 62 62 57 81 64 77 10 10 10 10 10
Sead Kolasinac DF Arsenal 25 5 72 70 62 77 65 87 10 10 10 10 10
Mohamed Elneny MD Arsenal 26 5 59 71 62 73 73 75 10 10 10 10 10
Henrikh Mkhitaryan MD Arsenal 29 5 82 85 78 52 79 69 10 10 10 10 10
Aaron Ramsey MD Arsenal 27 5 67 80 76 67 79 74 10 10 10 10 10
Mesut Ozil MD Arsenal 29 5 70 84 73 24 86 58 10 10 10 10 10
Lucas Torreira MD Arsenal 30 5 77 78 80 32 76 69 10 10 10 10 10
Ainsley Maitland-Niles MD Arsenal 21 5 82 72 59 60 68 65 10 10 10 10 10
Matteo Guendouzi MD Arsenal 19 5 63 66 60 63 68 65 10 10 10 10 10
Granit Xhaka MD Arsenal 25 5 48 71 65 69 79 76 10 10 10 10 10
Alexandre Lacazette ST Arsenal 27 5 81 84 82 40 72 72 10 10 10 10 10 
Pierre-Emerick Aubameyang ST Arsenal 29 5 94 80 84 37 75 70 10 10 10 10 10
Alex Iwobi ST Arsenal 22 5 77 80 62 28 70 64 10 10 10 10 10 
Danny Welbeck ST Arsenal 27 5 80 77 74 43 70 75 10 10 10 10 10
Alisson Becker GK Liverpool 25 5 54 10 10 10 10 10 82 88 81 83 85
Simon Mignolet GK Liverpool 30 5 51 10 10 10 10 10 81 84 75 77 65
Virgil Dijk DF Liverpool 27 5 72 71 62  87 69 85 10 10 10 10 10
Joel Matip DF Liverpool 27 5 66 71 52 85 73 80 10 10 10 10 10
Dejan Lovren DF Liverpool 29 5 56 64 41 82 69 80 10 10 10 10 10
Andrew Robertson DF Liverpool 24 5 85 78 60 78 73 74 10 10 10 10 10
Nathaniel Clyne DF Liverpool 27 5 79 78 62 80 71 72 10 10 10 10 10
Trent Alexander-Arnold DF Liverpool 19 5 81 74 61 74 76 70 10 10 10 10 10
Alberto Moreno DF Liverpool 26 5 87 78 66 71 69 73 10 10 10 10 10
Adam Lallana MD Liverpool 30 5 75 86 80 70 85 76 10 10 10 10 10
Fabio Tavares MD Liverpool 24 5 72 78 70 85 79 85 10 10 10 10 10
Naby Keita MD Liverpool 23 5 69 88 74 65 79 69 10 10 10 10 10
Georginio Wijnaldum MD Liverpool 27 5 77 84 73 72 78 74 10 10 10 10 10
Jordan Henderson MD Liverpool 28 5 67 76 71 78 84 79 10 10 10 10 10
Adam Lallana MD Liverpool 30 5 70 83 74 65 81 72 10 10 10 10 10
Alex Oxlade-Chamberlain MD Liverpool 25 5 86 84 74 67 79 77 10 10 10 10 10
Mohamed Salah ST Liverpool 26 5 93 90 85 46 80 73 10 10 10 10 10
Roberto Firmino ST Liverpool 26 5 78 87 84 62 81 79 10 10 10 10 10
Sadio Mane ST Liverpool 26 5 95 88 81 43 77 74 10 10 10 10 10
Xherdan Shaqiri ST Liverpool 26 5 81 86 78 47 81 71 10 10 10 10 10
Daniel Sturridge ST Liverpool 29 5 76 79 82 24 69 64 10 10 10 10 10
Ederson Moraes GK ManchesterCity 25 5 65 10 10 10 10 10 86 88 81 83 91
Claudio Bravo GK ManchesterCity 35 5 59 10 10 10 10 10 80 80 80 76 81
Nicolas Otamendi DF ManchesterCity 30 5 61 62 58 87 64 81 10 10 10 10 10
Vincent Kompany DF ManchesterCity 32 5 57 67 55 86 66 82 10 10 10 10 10
Kyle Walker DF ManchesterCity 28 5 91 78 64 82 76 81 10 10 10 10 10
Aymeric Laporte DF ManchesterCity 24 5 69 64 52 87 72 79 10 10 10 10 10
John Stones DF ManchesterCity 24 5 70 72 37 84 70 79 10 10 10 10 10
Benjamin Mendy DF ManchesterCity 24 5 82 79 52 78 77 79 10 10 10 10 10
Fabian Delph DF ManchesterCity 29 5 74 81 71 78 77 75 10 10 10 10 10
Kevin DeBruyne MD ManchesterCity 27 5 78 88 87 61 93 79 10 10 10 10 10
David Silva MD ManchesterCity 32 5 67 92 75 51 88 61 10 10 10 10 10
Raheem Sterling MD ManchesterCity 24 5 96 90 80 50 82 61 10 10 10 10 10
Fernando Rosa MD ManchesterCity 33 5 68 80 75 84 79 80 10 10 10 10 10
Leroy Sane MD ManchesterCity 22 5 96 87 82 39 79 71 10 10 10 10 10
Ilkay Gundogan MD ManchesterCity 28 5 70 87 79 72 86 72 10 10 10 10 10
Bernardo Silva MD ManchesterCity 24 5 81 90 77 48 85 62 10 10 10 10 10
Douglas Paulo MD ManchesterCity 27 5 65 72 67 69 71 67 10 10 10 10 10
Riyad Mahrez ST ManchesterCity 27 5 87 92 84 40 85 70 10 10 10 10 10
Sergio Aguero ST ManchesterCity 30 5 86 91 92 31 80 77 10 10 10 10 10
Gabriel Jesus ST ManchesterCity 21 5 88 88 84 41 75 75 10 10 10 10 10
David Gea GK ManchesterUnited 28 5 58 10 10 10 10 10 91 95 86 89 88
Sergio Romero GK ManchesterUnited 31 5 48 10 10 10 10 10 79 83 77 78 82
Eric Bailly DF ManchesterUnited 24 5 76 69 45 85 64 84 10 10 10 10 10
Luis Valencia DF ManchesterUnited 33 5 87 82 70 82 79 81 10 10 10 10 10 
Christopher Smalling DF ManchesterUnited 29 5 69 60 48 82 56 83 10 10 10 10 10
Ashley Young DF ManchesterUnited 33 5 76 79 69 75 80 71 10 10 10 10 10 
Philip Jones DF ManchesterUnited 26 5 58 63 54 81 63 78 10 10 10 10 10 
Marcos Rojo DF ManchesterUnited 28 5 70 67 61 80 70 79 10 10 10 10 10
Victor Lindelof DF ManchesterUnited 24 5 73 70 49 79 72 77 10 10 10 10 10 
Paul Pogba MD ManchesterUnited 25 5 76 86 80 70 87 88 10 10 10 10 10
Alexis Sanchez MD ManchesterUnited 30 5 85 91 86 47 83 81 10 10 10 10 10
Nemanja Matic MD ManchesterUnited 30 5 57 77 72 84 80 84 10 10 10 10 10
Jesse Lingard MD ManchesterUnited 26 5 85 88 84 60 82 74 10 10 10 10 10
Juan Mata MD ManchesterUnited 30 5 68 87 80 39 86 53 10 10 10 10 10
Marouane Fellaini MD ManchesterUnited 31 5 46 73 73 76 72 87 10 10 10 10 10
Ander Herrera MD ManchesterUnited 29 5 72 81 73 79 80 77 10 10 10 10 10
Frederico Santos MD ManchesterUnited 25 5 80 83 75 76 78 72 10 10 10 10 10
Marcus Rashford ST ManchesterUnited 21 5 94 85 84 43 79 75 10 10 10 10 10
Romelu Lukaku ST ManchesterUnited 25 5 85 76 85 36 77 88 10 10 10 10 10
Anthony Martial ST ManchesterUnited 23 5 90 87 84 44 77 74 10 10 10 10 10
